Identificador,Fecha,Estado,Tipo,Cuenta,Beneficiario,Categoría,Importe,Divisa,Número,Notas
25247,06/02/2008,R,Deposit,Bancos Anteriores,Padres,Familia,0.00,EUR,,Pago Supuesta cuota de Ptmo por F/Datos
25248,08/02/2008,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25249,11/02/2008,R,Withdrawal,Bancos Anteriores,Universidad De La Laguna,Estudios:Matriculas,0.00,EUR,,
25251,06/03/2008,R,Deposit,Bancos Anteriores,Padres,Familia,0.00,EUR,,Pago Supuesta cuota de Ptmo por F/Datos
25252,12/03/2008,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota Marzo
25253,15/03/2008,R,Deposit,Bancos Anteriores,Caja Canarias,Cobros:Intereses ,0.00,EUR,,
25254,31/03/2008,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Reparaciones,0.00,EUR,,Cable embrage 115.465 km./nBerlingo:Reparaciones
25255,08/04/2008,R,Withdrawal,Bancos Anteriores,Vodafone,Pago Servicios:Telefonia,0.00,EUR,,
25256,08/04/2008,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25257,14/04/2008,R,Withdrawal,Bancos Anteriores,Vodafone,Pago Servicios:Telefonia,0.00,EUR,,
25258,16/04/2008,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25259,17/04/2008,R,Withdrawal,Bancos Anteriores,Universidad De La Laguna,Estudios:Matriculas,0.00,EUR,,
25260,22/04/2008,R,Withdrawal,Bancos Anteriores,Decathlon,Hobbies,0.00,EUR,,
25261,07/05/2008,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota Abril + Mayo
25262,06/06/2008,R,Withdrawal,Bancos Anteriores,Cash Converters,Ocio:Videojuegos,0.00,EUR,,
25263,16/06/2008,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota Junio + Zapatos
25264,17/06/2008,R,Withdrawal,Bancos Anteriores,Iciesa,Coche:Reparaciones,0.00,EUR,,Ruedas 118.976 km./nBerlingo:Reparaciones
25265,02/07/2008,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota Julio
25266,07/08/2008,R,Withdrawal,Bancos Anteriores,Cesilio,Coche:Reparaciones,0.00,EUR,,Aceite y helicoide Bomba gasolina 121.873 km./nBerlingo:Reparac
25267,03/09/2008,R,Withdrawal,Bancos Anteriores,Pcan,Coche:Gasolina,0.00,EUR,,
25268,08/09/2008,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota + Matricula
25269,18/09/2008,R,Withdrawal,Bancos Anteriores,Vodafone,Pago Servicios:Telefonia,0.00,EUR,,
25270,18/09/2008,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25271,10/10/2008,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25272,13/10/2008,R,Withdrawal,Bancos Anteriores,Vodafone,Pago Servicios:Telefonia,0.00,EUR,,
25273,16/10/2008,R,Withdrawal,Bancos Anteriores,Universidad De La Laguna,Estudios:Matriculas,0.00,EUR,,
25274,06/11/2008,R,Deposit,Bancos Anteriores,Servicio Canario De Empleo,Ingresos Varios,0.00,EUR,,Beca transporte curso planos 2D y 3D
25275,11/11/2008,R,Withdrawal,Bancos Anteriores,Vodafone,Pago Servicios:Telefonia,0.00,EUR,,
25276,11/12/2008,R,Withdrawal,Bancos Anteriores,Vodafone,Pago Servicios:Telefonia,0.00,EUR,,
25277,11/12/2008,R,Deposit,Bancos Anteriores,Dinosol,Sueldo,0.00,EUR,,
25278,16/12/2008,R,Deposit,Bancos Anteriores,Caja Canarias,Cobros:Intereses ,0.00,EUR,,
25279,16/12/2008,R,Withdrawal,Bancos Anteriores,Universidad De La Laguna,Estudios:Matriculas,0.00,EUR,,
25280,16/12/2008,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25281,19/12/2008,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota
25282,20/12/2008,R,Withdrawal,Bancos Anteriores,El Corte Ingles Oportunidades,Regalos,0.00,EUR,,
25283,30/12/2008,R,Deposit,Bancos Anteriores,Dinosol,Sueldo,0.00,EUR,,
25284,31/12/2008,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,Pagado Padres
25285,15/01/2009,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota Enero
25286,13/02/2009,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25287,17/02/2009,R,Withdrawal,Bancos Anteriores,Universidad De La Laguna,Estudios:Matriculas,0.00,EUR,,
25288,27/02/2009,R,Withdrawal,Bancos Anteriores,Caja Canarias,Pagos:Comisiones,0.00,EUR,,
25289,17/03/2009,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota Enero
25290,20/03/2009,R,Withdrawal,Bancos Anteriores,Caja Canarias,Pagos:Comisiones,0.00,EUR,,
25291,15/04/2009,R,Withdrawal,Bancos Anteriores,Universidad De La Laguna,Estudios:Matriculas,0.00,EUR,,
25292,15/04/2009,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25293,12/05/2009,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota Mayo
25294,03/06/2009,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota Junio
25295,29/06/2009,R,Withdrawal,Bancos Anteriores,Iciesa,Coche:Reparaciones,0.00,EUR,,Ruedas Pastillas/nBerlingo:Reparaciones
25296,02/07/2009,R,Withdrawal,Bancos Anteriores,ITV,Coche:ITV,0.00,EUR,,Itv Periodica/nBerlingo:ITV
25297,15/07/2009,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota Julio
25298,22/07/2009,R,Withdrawal,Bancos Anteriores,Escuela Oficial De Idiomas,Estudios:Matriculas,0.00,EUR,,
25299,10/08/2009,R,Withdrawal,Bancos Anteriores,Hiperdino,Comida:Supermercado y Otros,0.00,EUR,,
25300,12/08/2009,R,Withdrawal,Bancos Anteriores,Dragut Kebab,Comida:Bares y Restaurantes,0.00,EUR,,
25301,14/08/2009,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
25302,17/08/2009,R,Withdrawal,Bancos Anteriores,Desconocido,Regalos,0.00,EUR,,
25303,17/08/2009,R,Withdrawal,Bancos Anteriores,Hiperdino,Comida:Supermercado y Otros,0.00,EUR,,
25304,18/08/2009,R,Withdrawal,Bancos Anteriores,Desconocido,Regalos,0.00,EUR,,
25305,18/08/2009,R,Withdrawal,Bancos Anteriores,Desconocido,Regalos,0.00,EUR,,
25306,19/08/2009,R,Withdrawal,Bancos Anteriores,Pcan,Coche:Gasolina,0.00,EUR,,
25307,21/08/2009,R,Withdrawal,Bancos Anteriores,Chipi Chipi,Comida:Bares y Restaurantes,0.00,EUR,,
25308,22/08/2009,R,Withdrawal,Bancos Anteriores,Desconocido,Regalos,0.00,EUR,,
25309,22/08/2009,R,Withdrawal,Bancos Anteriores,Restaurante San Pancracio,Comida:Bares y Restaurantes,0.00,EUR,,
25310,23/08/2009,R,Withdrawal,Bancos Anteriores,Restaurante Los Almendros,Comida:Bares y Restaurantes,0.00,EUR,,
25311,16/09/2009,R,Deposit,Bancos Anteriores,Caja Canarias,Cobros:Intereses ,0.00,EUR,,
25312,22/09/2009,R,Withdrawal,Bancos Anteriores,ITV,Coche:ITV,0.00,EUR,,Itv duplicado ficha tecnica/nBerlingo:ITV
25313,29/09/2009,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25314,30/09/2009,R,Withdrawal,Bancos Anteriores,Complejo Deportivo La Cuesta,Hobbies:Gimnasio,0.00,EUR,,
25315,15/10/2009,R,Withdrawal,Bancos Anteriores,Universidad De La Laguna,Estudios:Matriculas,0.00,EUR,,
25316,27/10/2009,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25317,27/10/2009,R,Withdrawal,Bancos Anteriores,Auto Laca,Coche:Reparaciones,0.00,EUR,,Aceite Averia inyeccion 143.291 km./nBerlingo:Reparaciones
25318,31/10/2009,R,Withdrawal,Bancos Anteriores,Good For You,Estudios:Clases Particulares,0.00,EUR,,Clases de Calculo
25319,31/10/2009,R,Withdrawal,Bancos Anteriores,Complejo Polvorin De Taco,Hobbies:Gimnasio,0.00,EUR,,
25320,20/11/2009,R,Withdrawal,Bancos Anteriores,I.E.S. Cesar Manrique,Estudios,0.00,EUR,,Tasas Certificado
25321,01/12/2009,R,Withdrawal,Bancos Anteriores,Complejo Deportivo La Cuesta,Hobbies:Gimnasio,0.00,EUR,,
25322,03/12/2009,R,Withdrawal,Bancos Anteriores,Universidad De La Laguna,Estudios:Matriculas,0.00,EUR,,
25323,16/12/2009,R,Deposit,Bancos Anteriores,Caja Canarias,Cobros:Intereses ,0.00,EUR,,
25324,31/12/2009,R,Withdrawal,Bancos Anteriores,Mapfre,Seguros:Coche,0.00,EUR,,Berlingo:Seguro
25325,31/12/2009,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25326,31/12/2009,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25327,01/01/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25328,01/01/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25329,07/01/2010,R,Withdrawal,Bancos Anteriores,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
25330,26/01/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25331,01/02/2010,R,Withdrawal,Bancos Anteriores,Complejo Deportivo La Cuesta,Hobbies:Gimnasio,0.00,EUR,,
25332,09/02/2010,R,Withdrawal,Bancos Anteriores,Universidad De La Laguna,Estudios:Matriculas,0.00,EUR,,
25333,01/03/2010,R,Withdrawal,Bancos Anteriores,Complejo Deportivo La Cuesta,Hobbies:Gimnasio,0.00,EUR,,
25334,03/03/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Reparaciones,0.00,EUR,,Aceite 149.163 km./nBerlingo:Reparaciones
25335,16/03/2010,R,Deposit,Bancos Anteriores,Caja Canarias,Cobros:Intereses ,0.00,EUR,,
25336,17/03/2010,R,Withdrawal,Bancos Anteriores,Tinerdanza,Hobbies:Baile,0.00,EUR,,Cuota Febero y Marzo
25337,31/03/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25338,06/04/2010,R,Withdrawal,Bancos Anteriores,Universidad De La Laguna,Estudios:Matriculas,0.00,EUR,,
25339,24/04/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Reparaciones,0.00,EUR,,Tubo de escape/nBerlingo:Reparaciones
25340,03/06/2010,R,Withdrawal,Bancos Anteriores,Escuela Oficial De Idiomas,Estudios:Matriculas,0.00,EUR,,
25341,16/06/2010,R,Deposit,Bancos Anteriores,Caja Canarias,Cobros:Intereses ,0.00,EUR,,
25342,24/06/2010,R,Withdrawal,Bancos Anteriores,Iciesa,Coche:Reparaciones,0.00,EUR,,Pinchazo/nBerlingo:Reparaciones
25343,30/06/2010,R,Withdrawal,Bancos Anteriores,ITV,Coche:ITV,0.00,EUR,,Itv Periodica/nBerlingo:ITV
25344,21/07/2010,R,Withdrawal,Bancos Anteriores,Formacion Sol,Estudios:Matriculas,0.00,EUR,,Curso Online PHP
25345,01/08/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25346,24/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,
25347,24/08/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25348,24/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Papas
25349,24/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Regalos,0.00,EUR,,Sarcillos
25350,24/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,Pulgita y Refresco
25351,24/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Bollos
25352,24/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Parking,0.00,EUR,,
25353,25/08/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25354,25/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25355,25/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,Bocadillos para Pescar
25356,26/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,Bocadillo
25357,26/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Pagos:DineroDado,0.00,EUR,,Cris
25358,26/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Agua
25359,27/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25360,27/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,Plomos
25361,28/08/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25362,28/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25363,29/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Pagos:DineroDado,0.00,EUR,,Cris
25364,30/08/2010,R,Deposit,Bancos Anteriores,Desconocido,Ingresos Varios,0.00,EUR,,
25365,30/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Gastos Varios,0.00,EUR,,Ca
25366,30/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,Caja Anzuelos
25367,30/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Agua
25368,31/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Estudios:Fotocopias,0.00,EUR,,
25369,31/08/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Parking,0.00,EUR,,Trinidad (2 horas)
25370,01/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Gastos Varios,0.00,EUR,,
25371,01/09/2010,R,Deposit,Bancos Anteriores,Juan Carlos,Sueldo,0.00,EUR,,
25372,01/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Estudios:Matriculas,0.00,EUR,,Traslado exp. UNED
25373,01/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Gastos Varios,0.00,EUR,,Fotos pal Carnet
25374,01/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Napolitana
25375,01/09/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25376,02/09/2010,R,Deposit,Bancos Anteriores,Juan Carlos,Sueldo,0.00,EUR,,
25377,02/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,3 Panes
25378,02/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Parking,0.00,EUR,,
25379,02/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
25380,03/09/2010,R,Deposit,Bancos Anteriores,Juan Carlos,Sueldo,0.00,EUR,,
25381,03/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,"Ocio:Cine, Conciertos y Espectaculos",0.00,EUR,,Aprendiz de Brujo
25382,03/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Papas
25383,03/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Dulces
25384,03/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Parking,0.00,EUR,,Gorrita
25385,04/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25386,05/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,MacFurry
25387,06/09/2010,R,Deposit,Bancos Anteriores,Juan Carlos,Sueldo,0.00,EUR,,
25388,06/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,Isaac
25389,06/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Agua
25390,06/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Pan
25391,06/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25392,06/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Parking,0.00,EUR,,
25393,08/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25394,09/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,Plomos
25395,10/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Agua
25396,10/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,Croasant
25397,10/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Padel y Tenis,0.00,EUR,,1 Hora
25398,10/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Napolitana
25399,11/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,
25400,12/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,Perritos
25401,12/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25402,13/09/2010,R,Deposit,Bancos Anteriores,Desconocido,Sueldo,0.00,EUR,,Servicio Tecnico
25403,13/09/2010,R,Deposit,Bancos Anteriores,Desconocido,Ingresos Varios,0.00,EUR,,
25404,13/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Perrito
25405,13/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Dulces
25406,14/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25407,15/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,Croasant
25408,16/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Gastos Varios,0.00,EUR,,
25409,16/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Gastos Varios,0.00,EUR,,
25410,16/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,
25411,17/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,
25412,17/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25413,17/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,"Ocio:Cine, Conciertos y Espectaculos",0.00,EUR,,Karate Kid
25414,17/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Pagos:DineroDado,0.00,EUR,,Joel
25415,18/09/2010,R,Deposit,Bancos Anteriores,Desconocido,Amigos,0.00,EUR,,Nora
25416,18/09/2010,R,Deposit,Bancos Anteriores,Desconocido,Amigos,0.00,EUR,,Joel
25417,18/09/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25418,18/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,Buffet Don Comelon
25419,18/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25420,18/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Pan Pizza
25421,18/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,Trabas Rapidas
25422,19/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
25423,20/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,3 Panes
25424,20/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25425,21/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Perrito
25426,22/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Estudios:Matriculas,0.00,EUR,,atriculas
25427,22/09/2010,R,Deposit,Bancos Anteriores,Desconocido,Ingresos Varios,0.00,EUR,,
25428,23/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Estudios:Fotocopias,0.00,EUR,,
25429,23/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25430,23/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Estudios:Matriculas,0.00,EUR,,atriculas
25431,23/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Parking,0.00,EUR,,Gorrita
25432,23/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Parking,0.00,EUR,,Gorrita
25433,24/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Ocio:Recreativos,0.00,EUR,,Futbolin
25434,24/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Artes Marciales,0.00,EUR,,arciales
25435,24/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Belleza:Estetica,0.00,EUR,,
25436,24/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,
25437,24/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Reparaciones,0.00,EUR,,Tubo Escape y Mano Obra/nBerlingo:Reparaciones|[Efectivo]
25438,25/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Bocadillos y Otros
25439,26/09/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25440,26/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25441,28/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25442,29/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Calamares pa Pescar
25443,30/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,Cuchara y vinilo
25444,30/09/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25445,01/10/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25446,01/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Comida Casa Joe
25447,01/10/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25448,03/10/2010,R,Deposit,Bancos Anteriores,Desconocido,Amigos,0.00,EUR,,Ana
25449,03/10/2010,R,Withdrawal,Bancos Anteriores,Escuela Oficial De Idiomas,Estudios:Matriculas,0.00,EUR,,
25450,04/10/2010,R,Withdrawal,Bancos Anteriores,Uned,Estudios:Matriculas,0.00,EUR,,
25451,04/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Regalos,0.00,EUR,,
25452,04/10/2010,R,Deposit,Bancos Anteriores,Juan Carlos,Sueldo,0.00,EUR,,
25453,04/10/2010,R,Deposit,Bancos Anteriores,Desconocido,Ingresos Varios,0.00,EUR,,Encontre por ahi
25454,04/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Parking,0.00,EUR,,Gorrita
25455,04/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,2 Aguas
25456,04/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,Linterna
25457,04/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,Hilo y azuelos
25458,05/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25459,05/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,"Aceite, Plomos y Cola Jig"
25460,06/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Agua
25461,07/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Bocadillos y Bebidas
25462,07/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25463,08/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Regalos,0.00,EUR,,
25464,08/10/2010,R,Deposit,Bancos Anteriores,Juan Carlos,Sueldo,0.00,EUR,,
25465,08/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,"Fanta, 2 Panes y Macarrones"
25466,08/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,Shandwich
25467,09/10/2010,R,Deposit,Bancos Anteriores,Desconocido,Familia,0.00,EUR,,
25468,09/10/2010,R,Deposit,Bancos Anteriores,Desconocido,Amigos,0.00,EUR,,Xerach
25469,09/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25470,11/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Hobbies:Pesca,0.00,EUR,,Jig Bucktail
25471,12/10/2010,R,Deposit,Bancos Anteriores,Desconocido,Amigos,0.00,EUR,,Madre Cris
25472,12/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Bares y Restaurantes,0.00,EUR,,Comida Familia Cris
25473,12/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25474,13/10/2010,R,Deposit,Bancos Anteriores,Rosy,Sueldo,0.00,EUR,,
25475,14/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Chocolate
25476,15/10/2010,R,Deposit,Bancos Anteriores,Desconocido,Amigos,0.00,EUR,,Joel
25477,15/10/2010,R,Deposit,Bancos Anteriores,Juan Carlos,Sueldo,0.00,EUR,,
25478,15/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Coche:Gasolina,0.00,EUR,,
25479,15/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Chuletas y demas
25480,15/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Papas
25481,15/10/2010,R,Withdrawal,Bancos Anteriores,Desconocido,Comida:Supermercado y Otros,0.00,EUR,,Refrescos
